model,temp,top_p,question_id,total_seeds,correct_count,wrong_count,accuracy,avg_len_correct,avg_len_wrong,avg_len_all
Qwen-Qwen3-4B,0.2,0.7,18,16,13,3,0.8125,10628.0,28738.0,14023.62
Qwen-Qwen3-4B,0.2,0.7,19,16,0,16,0.0,0.0,32908.31,32908.31
Qwen-Qwen3-4B,0.2,0.7,20,16,15,1,0.9375,18643.67,15957.0,18475.75
Qwen-Qwen3-4B,0.2,0.7,21,16,0,16,0.0,0.0,30636.94,30636.94
Qwen-Qwen3-4B,0.2,0.7,22,16,9,7,0.5625,9651.0,8540.0,9164.94
Qwen-Qwen3-4B,0.2,0.7,23,16,16,0,1.0,4627.56,0.0,4627.56
Qwen-Qwen3-4B,0.2,0.7,24,16,16,0,1.0,7209.06,0.0,7209.06
Qwen-Qwen3-4B,0.2,0.7,25,16,16,0,1.0,7641.06,0.0,7641.06
Qwen-Qwen3-4B,0.2,0.7,26,16,15,1,0.9375,10675.47,48292.0,13026.5
Qwen-Qwen3-4B,0.2,0.7,27,16,16,0,1.0,3979.75,0.0,3979.75
Qwen-Qwen3-4B,0.2,0.7,28,16,0,16,0.0,0.0,22355.5,22355.5
Qwen-Qwen3-4B,0.2,0.7,29,16,6,10,0.375,15642.5,33862.4,27029.94
Qwen-Qwen3-4B,0.2,0.8,0,16,15,1,0.9375,6900.13,9910.0,7088.25
Qwen-Qwen3-4B,0.2,0.8,1,16,13,3,0.8125,10847.77,9093.67,10518.88
Qwen-Qwen3-4B,0.2,0.8,2,16,14,2,0.875,11405.5,27569.5,13426.0
Qwen-Qwen3-4B,0.2,0.8,3,16,16,0,1.0,4643.69,0.0,4643.69
Qwen-Qwen3-4B,0.2,0.8,4,16,5,11,0.3125,9567.6,29723.45,23424.75
Qwen-Qwen3-4B,0.2,0.8,5,16,15,1,0.9375,11167.8,17508.0,11564.06
Qwen-Qwen3-4B,0.2,0.8,6,16,12,4,0.75,10051.67,15847.5,11500.62
Qwen-Qwen3-4B,0.2,0.8,7,16,16,0,1.0,5821.75,0.0,5821.75
Qwen-Qwen3-4B,0.2,0.8,8,16,16,0,1.0,4692.5,0.0,4692.5
Qwen-Qwen3-4B,0.2,0.8,9,16,16,0,1.0,8346.88,0.0,8346.88
Qwen-Qwen3-4B,0.2,0.8,10,16,15,1,0.9375,3547.53,32804.0,5376.06
Qwen-Qwen3-4B,0.2,0.8,11,16,11,5,0.6875,16892.36,25446.8,19565.62
Qwen-Qwen3-4B,0.2,0.8,12,16,0,16,0.0,0.0,15140.12,15140.12
Qwen-Qwen3-4B,0.2,0.8,13,16,0,16,0.0,0.0,21464.38,21464.38
Qwen-Qwen3-4B,0.2,0.8,14,16,15,1,0.9375,7713.33,15875.0,8223.44
Qwen-Qwen3-4B,0.2,0.8,15,16,5,11,0.3125,21105.2,34100.27,30039.31
Qwen-Qwen3-4B,0.2,0.8,16,16,16,0,1.0,14164.44,0.0,14164.44
Qwen-Qwen3-4B,0.2,0.8,17,16,2,14,0.125,9976.0,22342.71,20796.88
Qwen-Qwen3-4B,0.2,0.8,18,16,15,1,0.9375,11588.8,24279.0,12381.94
Qwen-Qwen3-4B,0.2,0.8,19,16,0,16,0.0,0.0,31472.19,31472.19
Qwen-Qwen3-4B,0.2,0.8,20,16,11,5,0.6875,17154.91,22268.6,18752.94
Qwen-Qwen3-4B,0.2,0.8,21,16,0,16,0.0,0.0,28328.38,28328.38
Qwen-Qwen3-4B,0.2,0.8,22,16,7,9,0.4375,10790.29,8200.0,9333.25
Qwen-Qwen3-4B,0.2,0.8,23,16,15,1,0.9375,4948.47,32871.0,6693.62
Qwen-Qwen3-4B,0.2,0.8,24,16,16,0,1.0,8042.69,0.0,8042.69
Qwen-Qwen3-4B,0.2,0.8,25,16,16,0,1.0,8872.38,0.0,8872.38
Qwen-Qwen3-4B,0.2,0.8,26,16,15,1,0.9375,9493.07,43398.0,11612.12
Qwen-Qwen3-4B,0.2,0.8,27,16,16,0,1.0,3613.62,0.0,3613.62
Qwen-Qwen3-4B,0.2,0.8,28,16,0,16,0.0,0.0,21351.62,21351.62
Qwen-Qwen3-4B,0.2,0.8,29,16,9,7,0.5625,19539.67,32681.29,25289.12
Qwen-Qwen3-4B,0.4,0.7,0,16,15,1,0.9375,8249.07,32849.0,9786.56
Qwen-Qwen3-4B,0.4,0.7,1,16,15,1,0.9375,12536.0,18724.0,12922.75
Qwen-Qwen3-4B,0.4,0.7,2,16,12,4,0.75,13172.42,30189.75,17426.75
Qwen-Qwen3-4B,0.4,0.7,3,16,16,0,1.0,4790.69,0.0,4790.69
Qwen-Qwen3-4B,0.4,0.7,4,16,5,11,0.3125,9089.2,30193.91,23598.69
Qwen-Qwen3-4B,0.4,0.7,5,16,14,2,0.875,13828.64,20631.5,14679.0
Qwen-Qwen3-4B,0.4,0.7,6,16,14,2,0.875,10826.71,26373.5,12770.06
Qwen-Qwen3-4B,0.4,0.7,7,16,15,1,0.9375,5087.73,10514.0,5426.88
Qwen-Qwen3-4B,0.4,0.7,8,16,16,0,1.0,4595.12,0.0,4595.12
Qwen-Qwen3-4B,0.4,0.7,9,16,14,2,0.875,8577.5,23531.5,10446.75
Qwen-Qwen3-4B,0.4,0.7,10,16,16,0,1.0,3667.5,0.0,3667.5
Qwen-Qwen3-4B,0.4,0.7,11,16,7,9,0.4375,17000.57,24946.33,21470.06
Qwen-Qwen3-4B,0.4,0.7,12,16,0,16,0.0,0.0,11917.12,11917.12
Qwen-Qwen3-4B,0.4,0.7,13,16,0,16,0.0,0.0,23018.44,23018.44
Qwen-Qwen3-4B,0.4,0.7,14,16,16,0,1.0,7912.5,0.0,7912.5
Qwen-Qwen3-4B,0.4,0.7,15,16,6,10,0.375,20823.5,34171.9,29166.25
Qwen-Qwen3-4B,0.4,0.7,16,16,16,0,1.0,15299.69,0.0,15299.69
Qwen-Qwen3-4B,0.4,0.7,17,16,3,13,0.1875,11911.33,18279.92,17085.81
Qwen-Qwen3-4B,0.4,0.7,18,16,14,2,0.875,12861.71,33473.5,15438.19
Qwen-Qwen3-4B,0.4,0.7,19,16,0,16,0.0,0.0,32696.19,32696.19
Qwen-Qwen3-4B,0.4,0.7,20,16,14,2,0.875,20187.07,16357.0,19708.31
Qwen-Qwen3-4B,0.4,0.7,21,16,0,16,0.0,0.0,27818.31,27818.31
Qwen-Qwen3-4B,0.4,0.7,22,16,6,10,0.375,11188.5,9660.3,10233.38
Qwen-Qwen3-4B,0.4,0.7,23,16,16,0,1.0,5089.12,0.0,5089.12
Qwen-Qwen3-4B,0.4,0.7,24,16,16,0,1.0,6325.12,0.0,6325.12
Qwen-Qwen3-4B,0.4,0.7,25,16,16,0,1.0,8034.06,0.0,8034.06
Qwen-Qwen3-4B,0.4,0.7,26,16,16,0,1.0,8573.5,0.0,8573.5
Qwen-Qwen3-4B,0.4,0.7,27,16,16,0,1.0,3751.94,0.0,3751.94
Qwen-Qwen3-4B,0.4,0.7,28,16,0,16,0.0,0.0,22605.31,22605.31
Qwen-Qwen3-4B,0.4,0.7,29,16,8,8,0.5,22161.12,32307.75,27234.44
Qwen-Qwen3-4B,0.4,0.8,0,16,16,0,1.0,7325.12,0.0,7325.12
Qwen-Qwen3-4B,0.4,0.8,1,16,14,2,0.875,11255.71,24184.5,12871.81
Qwen-Qwen3-4B,0.4,0.8,2,16,10,6,0.625,10811.1,24624.5,15991.12
Qwen-Qwen3-4B,0.4,0.8,3,16,16,0,1.0,5402.56,0.0,5402.56
Qwen-Qwen3-4B,0.4,0.8,4,16,6,10,0.375,13575.83,24956.3,20688.62
Qwen-Qwen3-4B,0.4,0.8,5,16,14,2,0.875,13626.14,15383.0,13845.75
Qwen-Qwen3-4B,0.4,0.8,6,16,14,2,0.875,13364.79,14916.5,13558.75
Qwen-Qwen3-4B,0.4,0.8,7,16,16,0,1.0,5044.5,0.0,5044.5
Qwen-Qwen3-4B,0.4,0.8,8,16,16,0,1.0,4622.56,0.0,4622.56
Qwen-Qwen3-4B,0.4,0.8,9,16,16,0,1.0,9057.19,0.0,9057.19
Qwen-Qwen3-4B,0.4,0.8,10,16,16,0,1.0,3842.94,0.0,3842.94
Qwen-Qwen3-4B,0.4,0.8,11,16,13,3,0.8125,17750.46,28025.67,19677.06
Qwen-Qwen3-4B,0.4,0.8,12,16,0,16,0.0,0.0,13273.56,13273.56
Qwen-Qwen3-4B,0.4,0.8,13,16,0,16,0.0,0.0,21880.69,21880.69
Qwen-Qwen3-4B,0.4,0.8,14,16,15,1,0.9375,7439.8,38709.0,9394.12
Qwen-Qwen3-4B,0.4,0.8,15,16,5,11,0.3125,25095.0,34197.27,31352.81
Qwen-Qwen3-4B,0.4,0.8,16,16,16,0,1.0,14508.75,0.0,14508.75
Qwen-Qwen3-4B,0.4,0.8,17,16,2,14,0.125,12133.0,20060.93,19069.94
Qwen-Qwen3-4B,0.4,0.8,18,16,15,1,0.9375,12224.27,10009.0,12085.81
Qwen-Qwen3-4B,0.4,0.8,19,16,0,16,0.0,0.0,30523.94,30523.94
Qwen-Qwen3-4B,0.4,0.8,20,16,14,2,0.875,17941.64,21280.0,18358.94
Qwen-Qwen3-4B,0.4,0.8,21,16,1,15,0.0625,23828.0,29122.2,28791.31
Qwen-Qwen3-4B,0.4,0.8,22,16,5,11,0.3125,11130.4,8428.55,9272.88
Qwen-Qwen3-4B,0.4,0.8,23,16,14,2,0.875,5215.79,5965.5,5309.5
Qwen-Qwen3-4B,0.4,0.8,24,16,16,0,1.0,6676.88,0.0,6676.88
Qwen-Qwen3-4B,0.4,0.8,25,16,16,0,1.0,7838.5,0.0,7838.5
Qwen-Qwen3-4B,0.4,0.8,26,16,16,0,1.0,9535.31,0.0,9535.31
Qwen-Qwen3-4B,0.4,0.8,27,16,16,0,1.0,3739.38,0.0,3739.38
Qwen-Qwen3-4B,0.4,0.8,28,16,0,16,0.0,0.0,23095.69,23095.69
Qwen-Qwen3-4B,0.4,0.8,29,16,9,7,0.5625,19100.44,32480.57,24954.25
Qwen-Qwen3-4B,0.4,0.9,0,16,16,0,1.0,7687.88,0.0,7687.88
Qwen-Qwen3-4B,0.4,0.9,1,16,14,2,0.875,10752.0,19433.0,11837.12
Qwen-Qwen3-4B,0.4,0.9,2,16,11,5,0.6875,12068.73,21342.2,14966.69
Qwen-Qwen3-4B,0.4,0.9,3,16,16,0,1.0,5236.88,0.0,5236.88
Qwen-Qwen3-4B,0.4,0.9,4,16,6,10,0.375,8852.0,26581.6,19933.0
Qwen-Qwen3-4B,0.4,0.9,5,16,16,0,1.0,12257.12,0.0,12257.12
Qwen-Qwen3-4B,0.4,0.9,6,16,14,2,0.875,14979.07,20140.5,15624.25
Qwen-Qwen3-4B,0.4,0.9,7,16,16,0,1.0,4597.94,0.0,4597.94
Qwen-Qwen3-4B,0.4,0.9,8,16,16,0,1.0,4663.12,0.0,4663.12
Qwen-Qwen3-4B,0.4,0.9,9,16,15,1,0.9375,8289.87,11195.0,8471.44
Qwen-Qwen3-4B,0.4,0.9,10,16,16,0,1.0,3489.56,0.0,3489.56
Qwen-Qwen3-4B,0.4,0.9,11,16,11,5,0.6875,16336.27,25327.4,19146.0
Qwen-Qwen3-4B,0.4,0.9,12,16,0,16,0.0,0.0,9103.5,9103.5
Qwen-Qwen3-4B,0.4,0.9,13,16,0,16,0.0,0.0,20403.88,20403.88
Qwen-Qwen3-4B,0.4,0.9,14,16,14,2,0.875,9229.93,17706.0,10289.44
Qwen-Qwen3-4B,0.4,0.9,15,16,9,7,0.5625,20618.56,34220.57,26569.44
Qwen-Qwen3-4B,0.4,0.9,16,16,15,1,0.9375,14215.6,30024.0,15203.62
Qwen-Qwen3-4B,0.4,0.9,17,16,4,12,0.25,12251.5,18637.92,17041.31
Qwen-Qwen3-4B,0.4,0.9,18,16,15,1,0.9375,12013.67,28354.0,13034.94
Qwen-Qwen3-4B,0.4,0.9,19,16,0,16,0.0,0.0,26555.12,26555.12
Qwen-Qwen3-4B,0.4,0.9,20,16,15,1,0.9375,15056.07,12939.0,14923.75
Qwen-Qwen3-4B,0.4,0.9,21,16,0,16,0.0,0.0,27236.75,27236.75
Qwen-Qwen3-4B,0.4,0.9,22,16,10,6,0.625,12137.6,13718.67,12730.5
Qwen-Qwen3-4B,0.4,0.9,23,16,16,0,1.0,5046.12,0.0,5046.12
Qwen-Qwen3-4B,0.4,0.9,24,16,16,0,1.0,8191.19,0.0,8191.19
Qwen-Qwen3-4B,0.4,0.9,25,16,16,0,1.0,7778.5,0.0,7778.5
Qwen-Qwen3-4B,0.4,0.9,26,16,16,0,1.0,8851.75,0.0,8851.75
Qwen-Qwen3-4B,0.4,0.9,27,16,16,0,1.0,3588.0,0.0,3588.0
Qwen-Qwen3-4B,0.4,0.9,28,16,0,16,0.0,0.0,21203.81,21203.81
Qwen-Qwen3-4B,0.4,0.9,29,16,7,9,0.4375,17789.14,31950.0,25754.62
Qwen-Qwen3-4B,0.4,0.95,0,16,16,0,1.0,7823.19,0.0,7823.19
Qwen-Qwen3-4B,0.4,0.95,1,16,16,0,1.0,10857.44,0.0,10857.44
Qwen-Qwen3-4B,0.4,0.95,2,16,13,3,0.8125,14593.92,30041.0,17490.25
Qwen-Qwen3-4B,0.4,0.95,3,16,15,1,0.9375,5336.73,5119.0,5323.12
Qwen-Qwen3-4B,0.4,0.95,4,16,9,7,0.5625,9333.44,28282.57,17623.69
Qwen-Qwen3-4B,0.4,0.95,5,16,16,0,1.0,15459.12,0.0,15459.12
Qwen-Qwen3-4B,0.4,0.95,6,16,14,2,0.875,12482.21,23373.0,13843.56
Qwen-Qwen3-4B,0.4,0.95,7,16,16,0,1.0,4848.69,0.0,4848.69
Qwen-Qwen3-4B,0.4,0.95,8,16,16,0,1.0,4818.56,0.0,4818.56
Qwen-Qwen3-4B,0.4,0.95,9,16,12,4,0.75,9266.17,15623.25,10855.44
Qwen-Qwen3-4B,0.4,0.95,10,16,16,0,1.0,3643.25,0.0,3643.25
Qwen-Qwen3-4B,0.4,0.95,11,16,13,3,0.8125,18456.62,26058.33,19881.94
Qwen-Qwen3-4B,0.4,0.95,12,16,0,16,0.0,0.0,13589.88,13589.88
Qwen-Qwen3-4B,0.4,0.95,13,16,0,16,0.0,0.0,21982.0,21982.0
Qwen-Qwen3-4B,0.4,0.95,14,16,15,1,0.9375,8955.53,23374.0,9856.69
Qwen-Qwen3-4B,0.4,0.95,15,16,8,8,0.5,22352.0,33752.88,28052.44
Qwen-Qwen3-4B,0.4,0.95,16,16,15,1,0.9375,14191.67,15864.0,14296.19
Qwen-Qwen3-4B,0.4,0.95,17,16,2,14,0.125,12047.0,20984.57,19867.38
Qwen-Qwen3-4B,0.4,0.95,18,16,16,0,1.0,12822.06,0.0,12822.06
Qwen-Qwen3-4B,0.4,0.95,19,16,0,16,0.0,0.0,31658.12,31658.12
Qwen-Qwen3-4B,0.4,0.95,20,16,14,2,0.875,16554.07,25783.5,17707.75
Qwen-Qwen3-4B,0.4,0.95,21,16,0,16,0.0,0.0,27349.44,27349.44
Qwen-Qwen3-4B,0.4,0.95,22,16,8,8,0.5,12893.38,9893.75,11393.56
Qwen-Qwen3-4B,0.4,0.95,23,16,16,0,1.0,5079.25,0.0,5079.25
Qwen-Qwen3-4B,0.4,0.95,24,16,16,0,1.0,7404.56,0.0,7404.56
Qwen-Qwen3-4B,0.4,0.95,25,16,16,0,1.0,8566.0,0.0,8566.0
Qwen-Qwen3-4B,0.4,0.95,26,16,16,0,1.0,10197.69,0.0,10197.69
Qwen-Qwen3-4B,0.4,0.95,27,16,16,0,1.0,3726.62,0.0,3726.62
Qwen-Qwen3-4B,0.4,0.95,28,16,0,16,0.0,0.0,21768.0,21768.0
Qwen-Qwen3-4B,0.4,0.95,29,16,7,9,0.4375,21913.57,32875.78,28079.81
Qwen-Qwen3-4B,0.4,1.0,0,16,16,0,1.0,8266.75,0.0,8266.75
Qwen-Qwen3-4B,0.4,1.0,1,16,15,1,0.9375,11288.6,13317.0,11415.38
Qwen-Qwen3-4B,0.4,1.0,2,16,9,7,0.5625,11983.33,25574.86,17929.62
Qwen-Qwen3-4B,0.4,1.0,3,16,16,0,1.0,4617.81,0.0,4617.81
Qwen-Qwen3-4B,0.4,1.0,4,16,8,8,0.5,9323.5,22784.5,16054.0
Qwen-Qwen3-4B,0.4,1.0,5,16,14,2,0.875,13845.36,28845.0,15720.31
Qwen-Qwen3-4B,0.4,1.0,6,16,15,1,0.9375,10728.53,25823.0,11671.94
Qwen-Qwen3-4B,0.4,1.0,7,16,16,0,1.0,5452.81,0.0,5452.81
Qwen-Qwen3-4B,0.4,1.0,8,16,16,0,1.0,5093.56,0.0,5093.56
Qwen-Qwen3-4B,0.4,1.0,9,16,16,0,1.0,7260.56,0.0,7260.56
Qwen-Qwen3-4B,0.4,1.0,10,16,16,0,1.0,3809.62,0.0,3809.62
Qwen-Qwen3-4B,0.4,1.0,11,16,14,2,0.875,18075.64,34341.5,20108.88
Qwen-Qwen3-4B,0.4,1.0,12,16,0,16,0.0,0.0,11985.56,11985.56
Qwen-Qwen3-4B,0.4,1.0,13,16,0,16,0.0,0.0,19681.25,19681.25
Qwen-Qwen3-4B,0.4,1.0,14,16,15,1,0.9375,8053.53,25027.0,9114.38
Qwen-Qwen3-4B,0.4,1.0,15,16,9,7,0.5625,21252.56,34000.71,26829.88
Qwen-Qwen3-4B,0.4,1.0,16,16,15,1,0.9375,13659.53,34053.0,14934.12
Qwen-Qwen3-4B,0.4,1.0,17,16,0,16,0.0,0.0,18853.62,18853.62
Qwen-Qwen3-4B,0.4,1.0,18,16,16,0,1.0,10219.81,0.0,10219.81
Qwen-Qwen3-4B,0.4,1.0,19,16,0,16,0.0,0.0,26546.81,26546.81
Qwen-Qwen3-4B,0.4,1.0,20,16,14,2,0.875,17129.86,17134.5,17130.44
Qwen-Qwen3-4B,0.4,1.0,21,16,2,14,0.125,16969.5,27118.5,25849.88
Qwen-Qwen3-4B,0.4,1.0,22,16,13,3,0.8125,12100.15,11322.67,11954.38
Qwen-Qwen3-4B,0.4,1.0,23,16,15,1,0.9375,4930.47,5940.0,4993.56
Qwen-Qwen3-4B,0.4,1.0,24,16,16,0,1.0,7537.62,0.0,7537.62
Qwen-Qwen3-4B,0.4,1.0,25,16,16,0,1.0,8246.75,0.0,8246.75
Qwen-Qwen3-4B,0.4,1.0,26,16,16,0,1.0,9983.06,0.0,9983.06
Qwen-Qwen3-4B,0.4,1.0,27,16,16,0,1.0,3720.38,0.0,3720.38
Qwen-Qwen3-4B,0.4,1.0,28,16,0,16,0.0,0.0,22291.88,22291.88
Qwen-Qwen3-4B,0.4,1.0,29,16,6,10,0.375,16218.33,32091.8,26139.25
Qwen-Qwen3-4B,0.6,0.7,0,16,16,0,1.0,7965.44,0.0,7965.44
Qwen-Qwen3-4B,0.6,0.7,1,16,16,0,1.0,12301.94,0.0,12301.94
Qwen-Qwen3-4B,0.6,0.7,2,16,9,7,0.5625,12523.33,24837.14,17910.62
Qwen-Qwen3-4B,0.6,0.7,3,16,16,0,1.0,5343.19,0.0,5343.19
Qwen-Qwen3-4B,0.6,0.7,4,16,7,9,0.4375,10346.43,26635.11,19508.81
Qwen-Qwen3-4B,0.6,0.7,5,16,14,2,0.875,12373.79,17229.5,12980.75
Qwen-Qwen3-4B,0.6,0.7,6,16,16,0,1.0,10750.88,0.0,10750.88
Qwen-Qwen3-4B,0.6,0.7,7,16,16,0,1.0,5183.56,0.0,5183.56
Qwen-Qwen3-4B,0.6,0.7,8,16,16,0,1.0,5004.69,0.0,5004.69
Qwen-Qwen3-4B,0.6,0.7,9,16,15,1,0.9375,8024.8,8804.0,8073.5
Qwen-Qwen3-4B,0.6,0.7,10,16,16,0,1.0,3782.44,0.0,3782.44
Qwen-Qwen3-4B,0.6,0.7,11,16,11,5,0.6875,17840.27,26897.0,20670.5
Qwen-Qwen3-4B,0.6,0.7,12,16,0,16,0.0,0.0,12186.25,12186.25
Qwen-Qwen3-4B,0.6,0.7,13,16,0,16,0.0,0.0,23301.69,23301.69
Qwen-Qwen3-4B,0.6,0.7,14,16,15,1,0.9375,9908.27,38982.0,11725.38
Qwen-Qwen3-4B,0.6,0.7,15,16,4,12,0.25,12820.0,34090.58,28772.94
Qwen-Qwen3-4B,0.6,0.7,16,16,16,0,1.0,13006.06,0.0,13006.06
Qwen-Qwen3-4B,0.6,0.7,17,16,1,15,0.0625,10991.0,20627.67,20025.38
Qwen-Qwen3-4B,0.6,0.7,18,16,16,0,1.0,11502.06,0.0,11502.06
Qwen-Qwen3-4B,0.6,0.7,19,16,0,16,0.0,0.0,30919.38,30919.38
Qwen-Qwen3-4B,0.6,0.7,20,16,14,2,0.875,17681.36,19626.0,17924.44
Qwen-Qwen3-4B,0.6,0.7,21,16,0,16,0.0,0.0,26718.81,26718.81
Qwen-Qwen3-4B,0.6,0.7,22,16,9,7,0.5625,10381.89,15775.57,12741.62
Qwen-Qwen3-4B,0.6,0.7,23,16,16,0,1.0,5168.69,0.0,5168.69
Qwen-Qwen3-4B,0.6,0.7,24,16,16,0,1.0,7110.31,0.0,7110.31
Qwen-Qwen3-4B,0.6,0.7,25,16,16,0,1.0,7540.94,0.0,7540.94
Qwen-Qwen3-4B,0.6,0.7,26,16,15,1,0.9375,9932.2,42911.0,11993.38
Qwen-Qwen3-4B,0.6,0.7,27,16,16,0,1.0,3704.5,0.0,3704.5
Qwen-Qwen3-4B,0.6,0.7,28,16,0,16,0.0,0.0,20755.25,20755.25
Qwen-Qwen3-4B,0.6,0.7,29,16,8,8,0.5,19353.75,30147.38,24750.56
Qwen-Qwen3-4B,0.6,0.8,0,16,14,2,0.875,7700.21,19982.5,9235.5
Qwen-Qwen3-4B,0.6,0.8,1,16,14,2,0.875,12573.79,8182.5,12024.88
Qwen-Qwen3-4B,0.6,0.8,2,16,12,4,0.75,10572.08,24029.5,13936.44
Qwen-Qwen3-4B,0.6,0.8,3,16,16,0,1.0,4969.12,0.0,4969.12
Qwen-Qwen3-4B,0.6,0.8,4,16,9,7,0.5625,9996.33,27037.14,17451.69
Qwen-Qwen3-4B,0.6,0.8,5,16,14,2,0.875,15051.86,18799.5,15520.31
Qwen-Qwen3-4B,0.6,0.8,6,16,13,3,0.8125,10010.92,23270.67,12497.12
Qwen-Qwen3-4B,0.6,0.8,7,16,16,0,1.0,5298.0,0.0,5298.0
Qwen-Qwen3-4B,0.6,0.8,8,16,16,0,1.0,4687.5,0.0,4687.5
Qwen-Qwen3-4B,0.6,0.8,9,16,15,1,0.9375,7614.47,15921.0,8133.62
Qwen-Qwen3-4B,0.6,0.8,10,16,14,2,0.875,3635.36,32817.0,7283.06
Qwen-Qwen3-4B,0.6,0.8,11,16,13,3,0.8125,17753.54,20812.0,18327.0
Qwen-Qwen3-4B,0.6,0.8,12,16,0,16,0.0,0.0,9326.25,9326.25
Qwen-Qwen3-4B,0.6,0.8,13,16,0,16,0.0,0.0,22255.81,22255.81
Qwen-Qwen3-4B,0.6,0.8,14,16,15,1,0.9375,8705.0,16618.0,9199.56
Qwen-Qwen3-4B,0.6,0.8,15,16,11,5,0.6875,20844.18,33682.2,24856.06
Qwen-Qwen3-4B,0.6,0.8,16,16,15,1,0.9375,13730.07,32252.0,14887.69
Qwen-Qwen3-4B,0.6,0.8,17,16,3,13,0.1875,16013.67,21094.38,20141.75
Qwen-Qwen3-4B,0.6,0.8,18,16,15,1,0.9375,10997.27,16741.0,11356.25
Qwen-Qwen3-4B,0.6,0.8,19,16,0,16,0.0,0.0,27916.62,27916.62
Qwen-Qwen3-4B,0.6,0.8,20,16,14,2,0.875,16797.21,12399.5,16247.5
Qwen-Qwen3-4B,0.6,0.8,21,16,0,16,0.0,0.0,28395.19,28395.19
Qwen-Qwen3-4B,0.6,0.8,22,16,6,10,0.375,13441.67,9889.3,11221.44
Qwen-Qwen3-4B,0.6,0.8,23,16,16,0,1.0,5340.12,0.0,5340.12
Qwen-Qwen3-4B,0.6,0.8,24,16,16,0,1.0,6882.81,0.0,6882.81
Qwen-Qwen3-4B,0.6,0.8,25,16,16,0,1.0,8689.38,0.0,8689.38
Qwen-Qwen3-4B,0.6,0.8,26,16,16,0,1.0,8812.06,0.0,8812.06
Qwen-Qwen3-4B,0.6,0.8,27,16,16,0,1.0,3669.75,0.0,3669.75
Qwen-Qwen3-4B,0.6,0.8,28,16,0,16,0.0,0.0,21107.12,21107.12
Qwen-Qwen3-4B,0.6,0.8,29,16,8,8,0.5,24132.62,33058.5,28595.56
Qwen-Qwen3-4B,0.6,0.9,0,16,16,0,1.0,7049.19,0.0,7049.19
Qwen-Qwen3-4B,0.6,0.9,1,16,16,0,1.0,13236.75,0.0,13236.75
Qwen-Qwen3-4B,0.6,0.9,2,16,12,4,0.75,10938.75,30467.0,15820.81
Qwen-Qwen3-4B,0.6,0.9,3,16,16,0,1.0,5447.75,0.0,5447.75
Qwen-Qwen3-4B,0.6,0.9,4,16,6,10,0.375,8244.33,24750.1,18560.44
Qwen-Qwen3-4B,0.6,0.9,5,16,14,2,0.875,15452.5,17912.0,15759.94
Qwen-Qwen3-4B,0.6,0.9,6,16,15,1,0.9375,13731.2,27900.0,14616.75
Qwen-Qwen3-4B,0.6,0.9,7,16,16,0,1.0,5357.62,0.0,5357.62
Qwen-Qwen3-4B,0.6,0.9,8,16,16,0,1.0,4925.94,0.0,4925.94
Qwen-Qwen3-4B,0.6,0.9,9,16,16,0,1.0,8998.94,0.0,8998.94
Qwen-Qwen3-4B,0.6,0.9,10,16,16,0,1.0,3798.31,0.0,3798.31
Qwen-Qwen3-4B,0.6,0.9,11,16,12,4,0.75,18295.33,23843.75,19682.44
Qwen-Qwen3-4B,0.6,0.9,12,16,0,16,0.0,0.0,10684.06,10684.06
Qwen-Qwen3-4B,0.6,0.9,13,16,0,16,0.0,0.0,21139.31,21139.31
Qwen-Qwen3-4B,0.6,0.9,14,16,12,4,0.75,8630.5,14660.0,10137.88
Qwen-Qwen3-4B,0.6,0.9,15,16,9,7,0.5625,18885.78,33567.86,25309.19
Qwen-Qwen3-4B,0.6,0.9,16,16,14,2,0.875,14698.14,28465.5,16419.06
Qwen-Qwen3-4B,0.6,0.9,17,16,1,15,0.0625,14463.0,16730.93,16589.19
Qwen-Qwen3-4B,0.6,0.9,18,16,16,0,1.0,11012.81,0.0,11012.81
Qwen-Qwen3-4B,0.6,0.9,19,16,0,16,0.0,0.0,25246.06,25246.06
Qwen-Qwen3-4B,0.6,0.9,20,16,13,3,0.8125,16612.62,15877.0,16474.69
Qwen-Qwen3-4B,0.6,0.9,21,16,0,16,0.0,0.0,28316.56,28316.56
Qwen-Qwen3-4B,0.6,0.9,22,16,7,9,0.4375,11140.43,11031.33,11079.06
Qwen-Qwen3-4B,0.6,0.9,23,16,16,0,1.0,5501.69,0.0,5501.69
Qwen-Qwen3-4B,0.6,0.9,24,16,16,0,1.0,7074.44,0.0,7074.44
Qwen-Qwen3-4B,0.6,0.9,25,16,16,0,1.0,7594.25,0.0,7594.25
Qwen-Qwen3-4B,0.6,0.9,26,16,15,1,0.9375,8560.73,43145.0,10722.25
Qwen-Qwen3-4B,0.6,0.9,27,16,16,0,1.0,3731.69,0.0,3731.69
Qwen-Qwen3-4B,0.6,0.9,28,16,0,16,0.0,0.0,21104.56,21104.56
Qwen-Qwen3-4B,0.6,0.9,29,16,9,7,0.5625,19265.0,29406.57,23701.94
Qwen-Qwen3-4B,0.6,0.95,0,16,16,0,1.0,7495.94,0.0,7495.94
Qwen-Qwen3-4B,0.6,0.95,1,16,14,2,0.875,11340.29,10814.5,11274.56
Qwen-Qwen3-4B,0.6,0.95,2,16,15,1,0.9375,12126.4,33355.0,13453.19
